Year,SiteCode_Plot,LineTransect,SiteCode_Plot_LineTransect,MetersAlongLine,AcceptedSpecies,Comment
2022,berg_B10,NS,berg_B10_NS,0L,Echium plantagineum,NA
2022,berg_B10,NS,berg_B10_NS,0R,Lolium perenne,NA
2022,berg_B10,NS,berg_B10_NS,1L,Echium plantagineum,NA
2022,berg_B10,NS,berg_B10_NS,1R,Echium plantagineum,NA
2022,berg_B10,NS,berg_B10_NS,2L,Lolium perenne,NA
2022,berg_B10,NS,berg_B10_NS,2R,Melinis repens,NA
2022,berg_B10,NS,berg_B10_NS,3L,Lolium perenne,NA
2022,berg_B10,NS,berg_B10_NS,3R,Lolium perenne,NA
2022,berg_B10,NS,berg_B10_NS,4L,Echium plantagineum,NA
2022,berg_B10,NS,berg_B10_NS,4R,Avena sativa,NA
2022,berg_B10,NS,berg_B10_NS,5L,Lolium perenne,NA
2022,berg_B10,NS,berg_B10_NS,5R,Echium plantagineum,NA
2022,berg_B10,NS,berg_B10_NS,6L,Avena sativa,NA
2022,berg_B10,NS,berg_B10_NS,6R,Lolium perenne,NA
2022,berg_B10,NS,berg_B10_NS,7L,Vicia hirsuta,NA
2022,berg_B10,NS,berg_B10_NS,7R,Melinis repens,NA
2022,berg_B10,NS,berg_B10_NS,8L,Lolium perenne,NA
2022,berg_B10,NS,berg_B10_NS,8R,Avena sativa,NA
2022,berg_B10,NS,berg_B10_NS,9L,Melinis repens,NA
2022,berg_B10,NS,berg_B10_NS,9R,Avena sativa,NA
2022,berg_B10,NS,berg_B10_NS,CL,Avena sativa,NA
2022,berg_B10,NS,berg_B10_NS,CR,Lolium perenne,NA
2022,berg_B10,WE,berg_B10_WE,0L,Echium plantagineum,NA
2022,berg_B10,WE,berg_B10_WE,0R,Dimorphotheca pluvialis,NA
2022,berg_B10,WE,berg_B10_WE,1L,Lolium perenne,NA
2022,berg_B10,WE,berg_B10_WE,1R,Lolium perenne,NA
2022,berg_B10,WE,berg_B10_WE,2L,Avena sativa,NA
2022,berg_B10,WE,berg_B10_WE,2R,Lolium perenne,NA
2022,berg_B10,WE,berg_B10_WE,3L,Melinis repens,NA
2022,berg_B10,WE,berg_B10_WE,3R,Lolium perenne,NA
2022,berg_B10,WE,berg_B10_WE,4L,Melinis repens,NA
2022,berg_B10,WE,berg_B10_WE,4R,Melinis repens,NA
2022,berg_B10,WE,berg_B10_WE,5L,Vicia hirsuta,NA
2022,berg_B10,WE,berg_B10_WE,5R,Vicia hirsuta,NA
2022,berg_B10,WE,berg_B10_WE,6L,Vicia hirsuta,NA
2022,berg_B10,WE,berg_B10_WE,6R,Lolium perenne,NA
2022,berg_B10,WE,berg_B10_WE,7L,Lolium perenne,NA
2022,berg_B10,WE,berg_B10_WE,7R,Lolium perenne,NA
2022,berg_B10,WE,berg_B10_WE,8L,Echium plantagineum,NA
2022,berg_B10,WE,berg_B10_WE,8R,Echium plantagineum,NA
2022,berg_B10,WE,berg_B10_WE,9L,Avena sativa,NA
2022,berg_B10,WE,berg_B10_WE,9R,Lolium perenne,NA
2022,berg_B11,NS,berg_B11_NS,0L,Fumaria muralis,NA
2022,berg_B11,NS,berg_B11_NS,0R,Fumaria muralis,NA
2022,berg_B11,NS,berg_B11_NS,1L,Bromus diandrus,NA
2022,berg_B11,NS,berg_B11_NS,1R,Searsia angustifolia,NA
2022,berg_B11,NS,berg_B11_NS,2L,Searsia angustifolia,NA
2022,berg_B11,NS,berg_B11_NS,2R,Ehrharta calycina,NA
2022,berg_B11,NS,berg_B11_NS,3L,Zantedeschia aethiopica,NA
2022,berg_B11,NS,berg_B11_NS,3R,Fumaria muralis,NA
2022,berg_B11,NS,berg_B11_NS,4L,Bromus diandrus,NA
2022,berg_B11,NS,berg_B11_NS,4R,Fumaria muralis,NA
2022,berg_B11,NS,berg_B11_NS,5L,Fumaria muralis,NA
2022,berg_B11,NS,berg_B11_NS,5R,Bromus diandrus,NA
2022,berg_B11,NS,berg_B11_NS,6L,Fumaria muralis,NA
2022,berg_B11,NS,berg_B11_NS,6R,Bromus diandrus,NA
2022,berg_B11,NS,berg_B11_NS,7L,Fumaria muralis,NA
2022,berg_B11,NS,berg_B11_NS,7R,Bromus diandrus,NA
2022,berg_B11,NS,berg_B11_NS,8L,Fumaria muralis,NA
2022,berg_B11,NS,berg_B11_NS,8R,Bromus diandrus,NA
2022,berg_B11,NS,berg_B11_NS,9L,Bromus diandrus,NA
2022,berg_B11,NS,berg_B11_NS,9R,Fumaria muralis,NA
2022,berg_B11,NS,berg_B11_NS,CL,Ehrharta calycina,NA
2022,berg_B11,NS,berg_B11_NS,CR,Ehrharta calycina,NA
2022,berg_B11,WE,berg_B11_WE,0L,Bromus diandrus,NA
2022,berg_B11,WE,berg_B11_WE,0R,Bromus diandrus,NA
2022,berg_B11,WE,berg_B11_WE,1L,Bromus diandrus,NA
2022,berg_B11,WE,berg_B11_WE,1R,Bromus diandrus,NA
2022,berg_B11,WE,berg_B11_WE,2L,Raphanus raphanistrum,NA
2022,berg_B11,WE,berg_B11_WE,2R,Raphanus raphanistrum,NA
2022,berg_B11,WE,berg_B11_WE,3L,Bromus diandrus,NA
2022,berg_B11,WE,berg_B11_WE,3R,Raphanus raphanistrum,NA
2022,berg_B11,WE,berg_B11_WE,4L,Raphanus raphanistrum,NA
2022,berg_B11,WE,berg_B11_WE,4R,Bromus diandrus,NA
2022,berg_B11,WE,berg_B11_WE,5L,Fumaria muralis,NA
2022,berg_B11,WE,berg_B11_WE,5R,Bromus diandrus,NA
2022,berg_B11,WE,berg_B11_WE,6L,Bromus diandrus,NA
2022,berg_B11,WE,berg_B11_WE,6R,Fumaria muralis,NA
2022,berg_B11,WE,berg_B11_WE,7L,Fumaria muralis,NA
2022,berg_B11,WE,berg_B11_WE,7R,Oxalis pes-caprae,NA
2022,berg_B11,WE,berg_B11_WE,8L,Fumaria muralis,NA
2022,berg_B11,WE,berg_B11_WE,8R,Fumaria muralis,NA
2022,berg_B11,WE,berg_B11_WE,9L,Acer negundo,NA
2022,berg_B11,WE,berg_B11_WE,9R,Bromus diandrus,NA
2022,berg_B12,NS,berg_B12_NS,0L,Senecio pterophorus,NA
2022,berg_B12,NS,berg_B12_NS,0R,Solanum nigrum,NA
2022,berg_B12,NS,berg_B12_NS,1L,Fumaria muralis,NA
2022,berg_B12,NS,berg_B12_NS,1R,Solanum nigrum,NA
2022,berg_B12,NS,berg_B12_NS,2L,Senecio pterophorus,NA
2022,berg_B12,NS,berg_B12_NS,2R,Senecio pterophorus,NA
2022,berg_B12,NS,berg_B12_NS,3L,NA,bare ground
2022,berg_B12,NS,berg_B12_NS,3R,Raphanus raphanistrum,NA
2022,berg_B12,NS,berg_B12_NS,4L,Ehrharta longiflora,NA
2022,berg_B12,NS,berg_B12_NS,4R,NA,bare ground
2022,berg_B12,NS,berg_B12_NS,5L,NA,bare sand
2022,berg_B12,NS,berg_B12_NS,5R,NA,bare sand
2022,berg_B12,NS,berg_B12_NS,6L,NA,bare sand
2022,berg_B12,NS,berg_B12_NS,6R,NA,bare sand
2022,berg_B12,NS,berg_B12_NS,7L,Solanum nigrum,NA
2022,berg_B12,NS,berg_B12_NS,7R,Silybum marianum,NA
2022,berg_B12,NS,berg_B12_NS,8L,Eucalyptus camaldulensis,NA
2022,berg_B12,NS,berg_B12_NS,8R,Silybum marianum,NA
2022,berg_B12,NS,berg_B12_NS,9L,NA,bare sand
2022,berg_B12,NS,berg_B12_NS,9R,Solanum nigrum,NA
2022,berg_B12,NS,berg_B12_NS,CL,Avena sativa,NA
2022,berg_B12,NS,berg_B12_NS,CR,Spergula arvensis,NA
2022,berg_B12,WE,berg_B12_WE,0L,Senecio pterophorus,NA
2022,berg_B12,WE,berg_B12_WE,0R,NA,bare sand
2022,berg_B12,WE,berg_B12_WE,1L,Solanum nigrum,NA
2022,berg_B12,WE,berg_B12_WE,1R,Raphanus raphanistrum,NA
2022,berg_B12,WE,berg_B12_WE,2L,Solanum nigrum,NA
2022,berg_B12,WE,berg_B12_WE,2R,Raphanus raphanistrum,NA
2022,berg_B12,WE,berg_B12_WE,3L,Avena sativa,NA
2022,berg_B12,WE,berg_B12_WE,3R,Senecio pterophorus,NA
2022,berg_B12,WE,berg_B12_WE,4L,Ehrharta longiflora,NA
2022,berg_B12,WE,berg_B12_WE,4R,NA,unknown grass
2022,berg_B12,WE,berg_B12_WE,5L,Eucalyptus camaldulensis,NA
2022,berg_B12,WE,berg_B12_WE,5R,Eucalyptus camaldulensis,NA
2022,berg_B12,WE,berg_B12_WE,6L,Ehrharta longiflora,NA
2022,berg_B12,WE,berg_B12_WE,6R,Chenopodium album,NA
2022,berg_B12,WE,berg_B12_WE,7L,Polygonum aviculare,NA
2022,berg_B12,WE,berg_B12_WE,7R,Spergula arvensis,NA
2022,berg_B12,WE,berg_B12_WE,8L,Solanum nigrum,NA
2022,berg_B12,WE,berg_B12_WE,8R,Chenopodium album,NA
2022,berg_B12,WE,berg_B12_WE,9L,Solanum nigrum,NA
2022,berg_B12,WE,berg_B12_WE,9R,Senecio pterophorus,NA
2022,berg_B13,NS,berg_B13_NS,0L,Tropaeolum majus,NA
2022,berg_B13,NS,berg_B13_NS,0R,Searsia lucida,NA
2022,berg_B13,NS,berg_B13_NS,1L,Tropaeolum majus,NA
2022,berg_B13,NS,berg_B13_NS,1R,Tropaeolum majus,NA
2022,berg_B13,NS,berg_B13_NS,2L,Tropaeolum majus,NA
2022,berg_B13,NS,berg_B13_NS,2R,Tropaeolum majus,NA
2022,berg_B13,NS,berg_B13_NS,3L,Tropaeolum majus,NA
2022,berg_B13,NS,berg_B13_NS,3R,Echium plantagineum,NA
2022,berg_B13,NS,berg_B13_NS,4L,Tropaeolum majus,NA
2022,berg_B13,NS,berg_B13_NS,4R,Tropaeolum majus,NA
2022,berg_B13,NS,berg_B13_NS,5L,Tropaeolum majus,NA
2022,berg_B13,NS,berg_B13_NS,5R,Tropaeolum majus,NA
2022,berg_B13,NS,berg_B13_NS,6L,Tropaeolum majus,NA
2022,berg_B13,NS,berg_B13_NS,6R,Tropaeolum majus,NA
2022,berg_B13,NS,berg_B13_NS,7L,Raphanus raphanistrum,NA
2022,berg_B13,NS,berg_B13_NS,7R,Tropaeolum majus,NA
2022,berg_B13,NS,berg_B13_NS,8L,Tropaeolum majus,NA
2022,berg_B13,NS,berg_B13_NS,8R,Tropaeolum majus,NA
2022,berg_B13,NS,berg_B13_NS,9L,Tropaeolum majus,NA
2022,berg_B13,NS,berg_B13_NS,9R,Tropaeolum majus,NA
2022,berg_B13,NS,berg_B13_NS,CL,Tropaeolum majus,NA
2022,berg_B13,NS,berg_B13_NS,CR,Tropaeolum majus,NA
2022,berg_B13,WE,berg_B13_WE,0L,Tropaeolum majus,NA
2022,berg_B13,WE,berg_B13_WE,0R,Tropaeolum majus,NA
2022,berg_B13,WE,berg_B13_WE,1L,Echium plantagineum,NA
2022,berg_B13,WE,berg_B13_WE,1R,Rumex crispus,NA
2022,berg_B13,WE,berg_B13_WE,2L,Senecio pterophorus,NA
2022,berg_B13,WE,berg_B13_WE,2R,Searsia undulata,NA
2022,berg_B13,WE,berg_B13_WE,3L,Tropaeolum majus,NA
2022,berg_B13,WE,berg_B13_WE,3R,Tropaeolum majus,NA
2022,berg_B13,WE,berg_B13_WE,4L,Tropaeolum majus,NA
2022,berg_B13,WE,berg_B13_WE,4R,Searsia undulata,NA
2022,berg_B13,WE,berg_B13_WE,5L,Tropaeolum majus,NA
2022,berg_B13,WE,berg_B13_WE,5R,Tropaeolum majus,NA
2022,berg_B13,WE,berg_B13_WE,6L,Tropaeolum majus,NA
2022,berg_B13,WE,berg_B13_WE,6R,Tropaeolum majus,NA
2022,berg_B13,WE,berg_B13_WE,7L,Pennisetum clandestinum,NA
2022,berg_B13,WE,berg_B13_WE,7R,Pennisetum clandestinum,NA
2022,berg_B13,WE,berg_B13_WE,8L,Pennisetum clandestinum,NA
2022,berg_B13,WE,berg_B13_WE,8R,Pennisetum clandestinum,NA
2022,berg_B13,WE,berg_B13_WE,9L,Lolium perenne,NA
2022,berg_B13,WE,berg_B13_WE,9R,Raphanus raphanistrum,NA
2022,berg_B14,NS,berg_B14_NS,0L,Poa annua,NA
2022,berg_B14,NS,berg_B14_NS,0R,Poa annua,NA
2022,berg_B14,NS,berg_B14_NS,10L,Echium plantagineum,NA
2022,berg_B14,NS,berg_B14_NS,10R,Lolium perenne,NA
2022,berg_B14,NS,berg_B14_NS,1L,Medicago rigidula,NA
2022,berg_B14,NS,berg_B14_NS,1R,Echium plantagineum,NA
2022,berg_B14,NS,berg_B14_NS,2L,Lolium perenne,NA
2022,berg_B14,NS,berg_B14_NS,2R,Medicago polymorpha,NA
2022,berg_B14,NS,berg_B14_NS,3L,Lolium perenne,NA
2022,berg_B14,NS,berg_B14_NS,3R,Echium plantagineum,NA
2022,berg_B14,NS,berg_B14_NS,4L,Ehrharta longiflora,NA
2022,berg_B14,NS,berg_B14_NS,4R,Echium plantagineum,NA
2022,berg_B14,NS,berg_B14_NS,5L,Bromus diandrus,NA
2022,berg_B14,NS,berg_B14_NS,5R,Echium plantagineum,NA
2022,berg_B14,NS,berg_B14_NS,6L,Echium plantagineum,NA
2022,berg_B14,NS,berg_B14_NS,6R,Echium plantagineum,NA
2022,berg_B14,NS,berg_B14_NS,7L,Medicago rigidula,NA
2022,berg_B14,NS,berg_B14_NS,7R,Bromus pectinatus,NA
2022,berg_B14,NS,berg_B14_NS,8L,Echium plantagineum,NA
2022,berg_B14,NS,berg_B14_NS,8R,Echium plantagineum,NA
2022,berg_B14,NS,berg_B14_NS,9L,Erodium moschatum,NA
2022,berg_B14,NS,berg_B14_NS,9R,Avena sativa,NA
2022,berg_B14,WE,berg_B14_WE,0L,Erodium moschatum,NA
2022,berg_B14,WE,berg_B14_WE,0R,Medicago polymorpha,NA
2022,berg_B14,WE,berg_B14_WE,10L,Echium plantagineum,NA
2022,berg_B14,WE,berg_B14_WE,10R,Ehrharta longiflora,NA
2022,berg_B14,WE,berg_B14_WE,1L,Ehrharta longiflora,NA
2022,berg_B14,WE,berg_B14_WE,1R,Ehrharta longiflora,NA
2022,berg_B14,WE,berg_B14_WE,2L,Echium plantagineum,NA
2022,berg_B14,WE,berg_B14_WE,2R,Medicago rigidula,NA
2022,berg_B14,WE,berg_B14_WE,3L,Lolium perenne,NA
2022,berg_B14,WE,berg_B14_WE,3R,Lolium perenne,NA
2022,berg_B14,WE,berg_B14_WE,4L,Erodium moschatum,NA
2022,berg_B14,WE,berg_B14_WE,4R,Erodium moschatum,NA
2022,berg_B14,WE,berg_B14_WE,6L,Echium plantagineum,NA
2022,berg_B14,WE,berg_B14_WE,6R,Ehrharta longiflora,NA
2022,berg_B14,WE,berg_B14_WE,7L,Bromus pectinatus,NA
2022,berg_B14,WE,berg_B14_WE,7R,Bromus pectinatus,NA
2022,berg_B14,WE,berg_B14_WE,8L,Bromus pectinatus,NA
2022,berg_B14,WE,berg_B14_WE,8R,Echium plantagineum,NA
2022,berg_B14,WE,berg_B14_WE,9L,Echium plantagineum,NA
2022,berg_B14,WE,berg_B14_WE,9R,Echium plantagineum,NA
2022,berg_B15,NS,berg_B15_NS,0L,NA,dead woody biomass
2022,berg_B15,NS,berg_B15_NS,0R,NA,dead woody biomass
2022,berg_B15,NS,berg_B15_NS,1L,NA,dead woody biomass
2022,berg_B15,NS,berg_B15_NS,1R,NA,dead woody biomass
2022,berg_B15,NS,berg_B15_NS,2L,NA,dead woody biomass
2022,berg_B15,NS,berg_B15_NS,2R,NA,dead woody biomass
2022,berg_B15,NS,berg_B15_NS,3L,Phragmites australis,dead
2022,berg_B15,NS,berg_B15_NS,3R,Phragmites australis,dead
2022,berg_B15,NS,berg_B15_NS,4L,Phragmites australis,dead
2022,berg_B15,NS,berg_B15_NS,4R,NA,dead woody biomass
2022,berg_B15,NS,berg_B15_NS,5L,NA,dead woody biomass
2022,berg_B15,NS,berg_B15_NS,5R,Phragmites australis,dead
2022,berg_B15,NS,berg_B15_NS,6L,Phragmites australis,NA
2022,berg_B15,NS,berg_B15_NS,6R,Phragmites australis,dead
2022,berg_B15,NS,berg_B15_NS,7L,Phragmites australis,dead
2022,berg_B15,NS,berg_B15_NS,7R,Phragmites australis,dead
2022,berg_B15,NS,berg_B15_NS,8L,Phragmites australis,NA
2022,berg_B15,NS,berg_B15_NS,8R,Phragmites australis,dead
2022,berg_B15,NS,berg_B15_NS,9L,NA,dead woody biomass
2022,berg_B15,NS,berg_B15_NS,9R,Phragmites australis,NA
2022,berg_B15,NS,berg_B15_NS,CL,Phragmites australis,NA
2022,berg_B15,NS,berg_B15_NS,CR,Phragmites australis,dead
2022,berg_B15,WE,berg_B15_WE,0L,Phragmites australis,dead
2022,berg_B15,WE,berg_B15_WE,0R,Phragmites australis,dead
2022,berg_B15,WE,berg_B15_WE,1L,Phragmites australis,dead
2022,berg_B15,WE,berg_B15_WE,1R,Phragmites australis,dead
2022,berg_B15,WE,berg_B15_WE,2L,Phragmites australis,dead
2022,berg_B15,WE,berg_B15_WE,2R,Phragmites australis,dead
2022,berg_B15,WE,berg_B15_WE,3L,Phragmites australis,dead
2022,berg_B15,WE,berg_B15_WE,3R,Phragmites australis,dead
2022,berg_B15,WE,berg_B15_WE,4L,Phragmites australis,dead
2022,berg_B15,WE,berg_B15_WE,4R,Phragmites australis,dead
2022,berg_B15,WE,berg_B15_WE,5L,NA,dead woody biomass
2022,berg_B15,WE,berg_B15_WE,5R,Phragmites australis,NA
2022,berg_B15,WE,berg_B15_WE,6L,Phragmites australis,NA
2022,berg_B15,WE,berg_B15_WE,6R,NA,dead woody biomass
2022,berg_B15,WE,berg_B15_WE,7L,Phragmites australis,NA
2022,berg_B15,WE,berg_B15_WE,7R,Phragmites australis,dead
2022,berg_B15,WE,berg_B15_WE,8L,Phragmites australis,NA
2022,berg_B15,WE,berg_B15_WE,8R,Phragmites australis,dead
2022,berg_B15,WE,berg_B15_WE,9L,Phragmites australis,dead
2022,berg_B15,WE,berg_B15_WE,9R,Phragmites australis,NA
2022,berg_B16,NS,berg_B16_NS,0L,Raphanus raphanistrum,NA
2022,berg_B16,NS,berg_B16_NS,0R,Raphanus raphanistrum,NA
2022,berg_B16,NS,berg_B16_NS,10L,NA,Dead woody Eucalyptus
2022,berg_B16,NS,berg_B16_NS,10R,NA,Dead woody Eucalyptus
2022,berg_B16,NS,berg_B16_NS,1L,Lolium perenne,NA
2022,berg_B16,NS,berg_B16_NS,1R,Lolium perenne,NA
2022,berg_B16,NS,berg_B16_NS,2L,Lolium perenne,NA
2022,berg_B16,NS,berg_B16_NS,2R,Raphanus raphanistrum,NA
2022,berg_B16,NS,berg_B16_NS,3L,Raphanus raphanistrum,NA
2022,berg_B16,NS,berg_B16_NS,3R,Raphanus raphanistrum,NA
2022,berg_B16,NS,berg_B16_NS,4L,Raphanus raphanistrum,NA
2022,berg_B16,NS,berg_B16_NS,4R,Raphanus raphanistrum,NA
2022,berg_B16,NS,berg_B16_NS,5L,Raphanus raphanistrum,NA
2022,berg_B16,NS,berg_B16_NS,5R,Lactuca serriola,NA
2022,berg_B16,NS,berg_B16_NS,6L,Raphanus raphanistrum,NA
2022,berg_B16,NS,berg_B16_NS,6R,Raphanus raphanistrum,NA
2022,berg_B16,NS,berg_B16_NS,7L,Lactuca serriola,NA
2022,berg_B16,NS,berg_B16_NS,7R,Raphanus raphanistrum,NA
2022,berg_B16,NS,berg_B16_NS,8L,Lolium perenne,NA
2022,berg_B16,NS,berg_B16_NS,8R,Lolium perenne,NA
2022,berg_B16,NS,berg_B16_NS,9L,Raphanus raphanistrum,NA
2022,berg_B16,NS,berg_B16_NS,9R,Lolium perenne,NA
2022,berg_B16,WE,berg_B16_WE,0L,Lolium perenne,NA
2022,berg_B16,WE,berg_B16_WE,0R,Vicia sativa,NA
2022,berg_B16,WE,berg_B16_WE,10L,NA,Dead Eucalyptus litter
2022,berg_B16,WE,berg_B16_WE,10R,NA,Dead Eucalyptus litter
2022,berg_B16,WE,berg_B16_WE,1L,Lolium perenne,NA
2022,berg_B16,WE,berg_B16_WE,1R,Lolium perenne,NA
2022,berg_B16,WE,berg_B16_WE,2L,Lolium perenne,NA
2022,berg_B16,WE,berg_B16_WE,2R,Paspalum dilatatum,NA
2022,berg_B16,WE,berg_B16_WE,3L,Lactuca serriola,NA
2022,berg_B16,WE,berg_B16_WE,3R,NA,dead grass
2022,berg_B16,WE,berg_B16_WE,4L,Raphanus raphanistrum,NA
2022,berg_B16,WE,berg_B16_WE,4R,Raphanus raphanistrum,NA
2022,berg_B16,WE,berg_B16_WE,6L,Raphanus raphanistrum,NA
2022,berg_B16,WE,berg_B16_WE,6R,Raphanus raphanistrum,NA
2022,berg_B16,WE,berg_B16_WE,7L,Lactuca serriola,NA
2022,berg_B16,WE,berg_B16_WE,7R,Raphanus raphanistrum,NA
2022,berg_B16,WE,berg_B16_WE,8L,NA,Dead Eucalyptus litter
2022,berg_B16,WE,berg_B16_WE,8R,Raphanus raphanistrum,NA
2022,berg_B16,WE,berg_B16_WE,9L,NA,dead Eucalyptus wood
2022,berg_B16,WE,berg_B16_WE,9R,NA,dead Eucalyptus wood
2022,berg_B17,NS,berg_B17_NS,0L,Melianthus major,NA
2022,berg_B17,NS,berg_B17_NS,0R,NA,bare litter
2022,berg_B17,NS,berg_B17_NS,1L,NA,bare litter
2022,berg_B17,NS,berg_B17_NS,1R,Cliffortia strobilifera,NA
2022,berg_B17,NS,berg_B17_NS,2L,NA,woody leaf debris
2022,berg_B17,NS,berg_B17_NS,2R,NA,bare litter
2022,berg_B17,NS,berg_B17_NS,3L,Zantedeschia aethiopica,NA
2022,berg_B17,NS,berg_B17_NS,3R,NA,bare litter
2022,berg_B17,NS,berg_B17_NS,4L,NA,Bare leaf litter
2022,berg_B17,NS,berg_B17_NS,4R,NA,bare litter
2022,berg_B17,NS,berg_B17_NS,5L,NA,bare ground
2022,berg_B17,NS,berg_B17_NS,5R,NA,bare ground
2022,berg_B17,NS,berg_B17_NS,6L,NA,bare ground
2022,berg_B17,NS,berg_B17_NS,6R,Cliffortia strobilifera,NA
2022,berg_B17,NS,berg_B17_NS,7L,Cliffortia strobilifera,NA
2022,berg_B17,NS,berg_B17_NS,7R,Scirpus sp.,NA
2022,berg_B17,NS,berg_B17_NS,8L,Cliffortia odorata,NA
2022,berg_B17,NS,berg_B17_NS,8R,Scirpus sp.,NA
2022,berg_B17,NS,berg_B17_NS,9L,Cliffortia odorata,NA
2022,berg_B17,NS,berg_B17_NS,9R,Cliffortia odorata,NA
2022,berg_B17,NS,berg_B17_NS,CL,NA,bare litter
2022,berg_B17,NS,berg_B17_NS,CR,NA,bare litter
2022,berg_B17,WE,berg_B17_WE,0L,NA,bare litter
2022,berg_B17,WE,berg_B17_WE,0R,Searsia laevigata,NA
2022,berg_B17,WE,berg_B17_WE,1L,Searsia laevigata,NA
2022,berg_B17,WE,berg_B17_WE,1R,NA,litter
2022,berg_B17,WE,berg_B17_WE,2L,Searsia laevigata,NA
2022,berg_B17,WE,berg_B17_WE,2R,NA,litter
2022,berg_B17,WE,berg_B17_WE,3L,Searsia laevigata,NA
2022,berg_B17,WE,berg_B17_WE,3R,Searsia laevigata,NA
2022,berg_B17,WE,berg_B17_WE,4L,NA,bare litter
2022,berg_B17,WE,berg_B17_WE,4R,Searsia laevigata,NA
2022,berg_B17,WE,berg_B17_WE,5L,NA,bare litter
2022,berg_B17,WE,berg_B17_WE,5R,NA,bare litter
2022,berg_B17,WE,berg_B17_WE,6L,NA,bare litter
2022,berg_B17,WE,berg_B17_WE,6R,NA,bare litter
2022,berg_B17,WE,berg_B17_WE,7L,NA,bare litter
2022,berg_B17,WE,berg_B17_WE,7R,Pennisetum macrourum,NA
2022,berg_B17,WE,berg_B17_WE,8L,NA,bare litter
2022,berg_B17,WE,berg_B17_WE,8R,NA,bare litter
2022,berg_B17,WE,berg_B17_WE,9L,Pennisetum macrourum,NA
2022,berg_B17,WE,berg_B17_WE,9R,Pennisetum macrourum,NA
2022,berg_B18,NS,berg_B18_NS,0L,Phragmites australis,dead
2022,berg_B18,NS,berg_B18_NS,0R,NA,bare earth
2022,berg_B18,NS,berg_B18_NS,1L,Phragmites australis,dead
2022,berg_B18,NS,berg_B18_NS,1R,NA,bare earth
2022,berg_B18,NS,berg_B18_NS,2L,Phragmites australis,dead
2022,berg_B18,NS,berg_B18_NS,2R,Phragmites australis,dead
2022,berg_B18,NS,berg_B18_NS,3L,Phragmites australis,dead
2022,berg_B18,NS,berg_B18_NS,3R,Phragmites australis,dead
2022,berg_B18,NS,berg_B18_NS,4L,Phragmites australis,NA
2022,berg_B18,NS,berg_B18_NS,4R,Phragmites australis,dead
2022,berg_B18,NS,berg_B18_NS,5L,Phragmites australis,dead
2022,berg_B18,NS,berg_B18_NS,5R,Phragmites australis,dead
2022,berg_B18,NS,berg_B18_NS,6L,Phragmites australis,dead
2022,berg_B18,NS,berg_B18_NS,6R,Phragmites australis,dead
2022,berg_B18,NS,berg_B18_NS,7L,Phragmites australis,dead
2022,berg_B18,NS,berg_B18_NS,7R,Phragmites australis,dead
2022,berg_B18,NS,berg_B18_NS,8L,NA,bare earth
2022,berg_B18,NS,berg_B18_NS,8R,NA,bare earth
2022,berg_B18,NS,berg_B18_NS,9L,Asparagus rubicundus,NA
2022,berg_B18,NS,berg_B18_NS,9R,Phragmites australis,NA
2022,berg_B18,NS,berg_B18_NS,CL,Phragmites australis,dead
2022,berg_B18,NS,berg_B18_NS,CR,Phragmites australis,dead
2022,berg_B18,WE,berg_B18_WE,0L,Phragmites australis,dead
2022,berg_B18,WE,berg_B18_WE,0R,Phragmites australis,dead
2022,berg_B18,WE,berg_B18_WE,1L,Phragmites australis,NA
2022,berg_B18,WE,berg_B18_WE,1R,Phragmites australis,dead
2022,berg_B18,WE,berg_B18_WE,2L,Phragmites australis,dead
2022,berg_B18,WE,berg_B18_WE,2R,Phragmites australis,dead
2022,berg_B18,WE,berg_B18_WE,3L,Phragmites australis,dead
2022,berg_B18,WE,berg_B18_WE,3R,Phragmites australis,dead
2022,berg_B18,WE,berg_B18_WE,4L,Phragmites australis,dead
2022,berg_B18,WE,berg_B18_WE,4R,Phragmites australis,dead
2022,berg_B18,WE,berg_B18_WE,5L,Phragmites australis,dead
2022,berg_B18,WE,berg_B18_WE,5R,Phragmites australis,dead
2022,berg_B18,WE,berg_B18_WE,6L,Phragmites australis,dead
2022,berg_B18,WE,berg_B18_WE,6R,Phragmites australis,dead
2022,berg_B18,WE,berg_B18_WE,7L,Phragmites australis,NA
2022,berg_B18,WE,berg_B18_WE,7R,Phragmites australis,NA
2022,berg_B18,WE,berg_B18_WE,8L,Phragmites australis,NA
2022,berg_B18,WE,berg_B18_WE,8R,Phragmites australis,NA
2022,berg_B18,WE,berg_B18_WE,9L,Carduus pycnocephalus,NA
2022,berg_B18,WE,berg_B18_WE,9R,Fumaria muralis,NA
2022,berg_B19,NS,berg_B19_NS,0L,Ehrharta calycina,NA
2022,berg_B19,NS,berg_B19_NS,0R,Oxalis incarnata,NA
2022,berg_B19,NS,berg_B19_NS,1L,Oncosiphon suffruticosus,NA
2022,berg_B19,NS,berg_B19_NS,1R,Oncosiphon suffruticosus,NA
2022,berg_B19,NS,berg_B19_NS,2L,NA,bare ground
2022,berg_B19,NS,berg_B19_NS,2R,Oncosiphon suffruticosus,NA
2022,berg_B19,NS,berg_B19_NS,3L,Arctotheca calendula,NA
2022,berg_B19,NS,berg_B19_NS,3R,Hypochaeris radicata,NA
2022,berg_B19,NS,berg_B19_NS,4L,Hypochaeris radicata,NA
2022,berg_B19,NS,berg_B19_NS,4R,Cynodon dactylon,NA
